score,pred_identity,true_identity_of_probe,is_enrolled
0.27262938022613525,Roh_Moo-hyun,Adrian_McPherson,False
0.33961573243141174,Michael_Jordan,Adrian_Murrell,False
0.4541815221309662,Ranil_Wickremasinghe,Adrian_Nastase,False
0.3474397361278534,Xavier_Malisse,Adriana_Lima,False
0.33702409267425537,Sachiko_Yamada,Adriana_Perez_Navarro,False
0.4207024872303009,Sonia_Gandhi,Adrianna_Zuzic,False
0.4085753560066223,Diana_Krall,Afton_Smith,False
0.31922873854637146,Sarah_Michelle_Gellar,Agbani_Darego,False
0.3450463116168976,Hitomi_Soga,Agnelo_Queiroz,False
0.3287474513053894,Rebecca_Romijn-Stamos,Agnes_Bruckner,False
0.35112321376800537,Mahmoud_Abbas,Ahmad_Jbarah,False
0.3253469169139862,Edwina_Currie,Ahmad_Masood,False
0.33575934171676636,Robert_Torricelli,Ahmed_Ahmed,False
0.31407931447029114,Sachiko_Yamada,Ahmed_Ghazi,False
0.3994315564632416,Bruce_Springsteen,Ahmed_Ibrahim_Bilal,False
0.33477598428726196,Tim_Duncan,Ahmed_Lopez,False
0.383908212184906,Anne_Krueger,Ahmed_Qureia,False
0.35505998134613037,Paul_Tagliabue,Ahmet_Necdet_Sezer,False
0.34589487314224243,Bob_Hope,Aidan_Quinn,False
0.2930068075656891,Joe_Nichols,Aileen_Riggin_Soule,False
0.34877538681030273,Angelo_Reyes,Ain_Seppik,False
0.3608165383338928,Russell_Simmons,Ainsworth_Dyer,False
0.4061545431613922,Monica_Bellucci,Aishwarya_Rai,False
0.3726058602333069,Scott_Peterson,Aitor_Gonzalez,False
0.4148959219455719,Ashanti,Aiysha_Smith,False
0.321367084980011,Adrien_Brody,Ajit_Agarkar,False
0.3650745451450348,Nabil_Shaath,Akbar_Al_Baker,False
0.3029564619064331,Natalie_Maines,Akiko_Morigami,False
0.4052827060222626,Yu_Shyi-kun,Akmal_Taher,False
0.3443717956542969,Rick_Perry,Al_Cardenas,False
0.37410786747932434,Dennis_Kucinich,Al_Davis,False
0.3682365119457245,Matthew_Broderick,Al_Leiter,False
0.37065666913986206,Xavier_Malisse,Alain_Cervantes,False
0.33475929498672485,Warren_Buffett,Alain_Ducasse,False
0.3268275856971741,Anders_Ebbeson,Alan_Ball,False
0.3788098990917206,Robert_Duvall,Alan_Dershowitz,False
0.32562968134880066,Arlen_Specter,Alan_Dreher,False
0.41414615511894226,Ahmed_Chalabi,Alan_Greer,False
0.3661987781524658,Ben_Howland,Alan_Jackson,False
0.38410091400146484,Jimmy_Carter,Alan_Mulally,False
0.35352209210395813,Don_Siegelman,Alan_Stonecipher,False
0.3349243700504303,Holly_Hunter,Alan_Tang_Kwong-wing,False
0.33404451608657837,Robert_Duvall,Alan_Trammell,False
0.32167041301727295,Jan_Ullrich,Alan_Zemaitis,False
0.3108794391155243,Denzel_Washington,Alanis_Morissette,False
0.33566656708717346,Martina_McBride,Alanna_Ubach,False
0.3573707640171051,Bill_Paxton,Alastair_Johnston,False
0.338304728269577,Nicanor_Duarte_Frutos,Albaro_Recoba,False
0.3175598680973053,Todd_Haynes,Albert_Brooks,False
0.37326446175575256,Zinedine_Zidane,Albert_Montanes,False
0.33532920479774475,Carrie-Anne_Moss,Albert_Pujols,False
0.2950240969657898,Vitali_Klitschko,Alberto_Acosta,False
0.379535436630249,Chen_Shui-bian,Alberto_Fujimori,False
0.3307211101055145,Johnny_Tapia,Alberto_Gonzales,False
0.30918070673942566,Wolfgang_Schuessel,Alberto_Ruiz_Gallardon,False
0.3982207477092743,Silvio_Berlusconi,Alberto_Sordi,False
0.3328193426132202,Vaclav_Havel,Albrecht_Mentz,False
0.40023767948150635,Erik_Morales,Aldo_Paredes,False
0.4064926207065582,Muhammad_Saeed_al-Sahhaf,Alecos_Markides,False
0.31836628913879395,Keanu_Reeves,Alejandro_Atchugarry,False
0.3461418151855469,Abdullah,Alejandro_Fernandez,False
0.35358744859695435,Luciano_Pavarotti,Alejandro_Gonzalez_Inarritu,False
0.3389955759048462,John_Travolta,Alejandro_Lembo,False
0.32049989700317383,Nicolas_Cage,Alejandro_Lerner,False
0.34791162610054016,Donald_Rumsfeld,Alejandro_Lopez,False
0.3486975133419037,Nicole_Kidman,Aleksander_Voloshin,False
0.2957994341850281,Choi_Sung-hong,Alessandra_Cerna,False
0.34328681230545044,Filippo_Inzaghi,Alessandro_Nesta,False
0.3159346878528595,Mohammed_Baqir_al-Hakim,Alex_Barros,False
0.42162200808525085,Andre_Agassi,Alex_Cabrera,False
0.369169682264328,Lou_Piniella,Alex_Cejka,False
0.37403011322021484,Andre_Agassi,Alex_Corretja,False
0.36229538917541504,Amanda_Bynes,Alex_Ferguson,False
0.3226972818374634,Pedro_Malan,Alex_Gonzalez,False
0.39136025309562683,Xavier_Malisse,Alex_Holmes,False
0.26668059825897217,Yasar_Yakis,Alex_King,False
0.30026692152023315,Howard_Dean,Alex_Popov,False
0.41354891657829285,Hugh_Grant,Alex_Wallau,False
0.3712894022464752,George_W_Bush,Alex_Zanardi,False
0.3643135130405426,Angelina_Jolie,Alexa_Loren,False
0.36670252680778503,Norah_Jones,Alexa_Vega,False
0.30945703387260437,Bulent_Ecevit,Alexander_Lukashenko,False
0.34004369378089905,Adrien_Brody,Alexander_Payne,False
0.3207419514656067,Vicente_Fox,Alexander_Rumyantsev,False
0.29357343912124634,Anna_Kournikova,Alexandra_Jackson,False
0.36250245571136475,Caroline_Kennedy,Alexandra_Pelosi,False
0.31916019320487976,Mary_Landrieu,Alexandra_Rozovskaya,False
0.3783004581928253,Anastasia_Myskina,Alexandra_Spann,False
0.3299318253993988,Maria_Shriver,Alexandra_Vodjanikova,False
0.31868046522140503,Ali_Naimi,Alexandre_Daigle,False
0.3553096055984497,Alvaro_Noboa,Alexandre_Despatie,False
0.34439748525619507,Ernie_Els,Alexandre_Herchcovitch,False
0.3280445635318756,Carolina_Kluft,Alexandre_Vinokourov,False
0.32388079166412354,Mitchell_Daniels,Alexis_Bledel,False
0.29749441146850586,Heidi_Klum,Alfonso_Cuaron,False
0.36064302921295166,Felipe_Perez_Roque,Alfonso_Portillo,False
0.3157413601875305,Scott_McClellan,Alfonso_Soriano,False
0.35715416073799133,John_Ashcroft,Alfred_Sant,False
0.3554156720638275,Binyamin_Ben-Eliezer,Alfredo_Moreno,False
0.4142257869243622,Romano_Prodi,Alfredo_Pena,False
0.3412295877933502,Jean_Chretien,Alfredo_di_Stefano,False
0.3828175663948059,John_Mayer,Ali_Abdullah_Saleh,False
0.2997828722000122,Mahmoud_Abbas,Ali_Adbul_Karim_Madani,False
0.31900784373283386,Luiz_Inacio_Lula_da_Silva,Ali_Ahmeti,False
0.4108556807041168,Samuel_Waksal,Ali_Bin_Hussein,False
0.37523648142814636,Kamal_Kharrazi,Ali_Fallahian,False
0.332271546125412,Jennifer_Garner,Ali_Hammoud,False
0.3213171064853668,John_Paul_II,Ali_Mohammed_Maher,False
0.3496677279472351,Paula_Radcliffe,Alice_Fisher,False
0.3636590540409088,Elena_Bovina,Alicia_Hollowell,False
0.3815906345844269,Alexandra_Stevenson,Alicia_Keys,False
0.3043368458747864,Jack_Straw,Alicia_Molik,False
0.3935149013996124,Rita_Wilson,Alicia_Silverstone,False
0.36124634742736816,Winona_Ryder,Alicia_Witt,False
0.32462573051452637,Nicanor_Duarte_Frutos,Alimzhan_Tokhtakhounov,False
0.3579132556915283,Akhmed_Zakayev,Alina_Kabaeva,False
0.29155024886131287,Alex_Sink,Aline_Chretien,False
0.313622385263443,Elizabeth_Smart,Alisha_Richman,False
0.32475441694259644,Clara_Harris,Alison_Krauss,False
0.30120235681533813,Prince_Charles,Alison_Lohman,False
0.37977173924446106,Art_Howe,Allan_Houston,False
0.32238641381263733,Vicente_Fox,Allan_Kemakeza,False
0.34940361976623535,Wu_Yi,Allan_Wagner,False
0.4698050022125244,Keith_Bogans,Allen_Iverson,False
0.3797036409378052,Colin_Montgomerie,Allen_Rock,False
0.3800674378871918,Clay_Aiken,Allison_Janney,False
0.3602750897407532,Kalpana_Chawla,Allison_Searing,False
0.3816385865211487,Tom_Crean,Ally_Sheedy,False
0.38987043499946594,Alexander_Downer,Alma_Powell,False
0.3293636441230774,Kate_Winslet,Almeida_Baptista,False
0.3152201473712921,Michael_Jordan,Alonzo_Mourning,False
0.3935476243495941,Rita_Grande,Aly_Wagner,False
0.3192174434661865,Heather_Mills,Alyse_Beaupre,False
0.3255099058151245,Barbara_Walters,Alyson_Hannigan,False
0.37194132804870605,Maria_Shriver,Amanda_Beard,False
0.343661904335022,Elena_Bovina,Amanda_Coetzer,False
0.3814726173877716,Lisa_Marie_Presley,Amanda_Marsh,False
0.3886615037918091,Lucio_Gutierrez,Amanda_Plumer,False
0.4105968177318573,Sharon_Stone,Amber_Frey,False
0.3422259986400604,Tom_Harkin,Amber_Tamblyn,False
0.3460310399532318,Tung_Chee-hwa,Ambrose_Lee,False
0.2907353937625885,Martha_Lucia_Ramirez,Amporn_Falise,False
0.3601069748401642,Fernando_Henrique_Cardoso,Amr_Moussa,False
0.3576221168041229,Mahmoud_Abbas,Amram_Mitzna,False
0.3434433043003082,Jennifer_Lopez,Amy_Brenneman,False
0.3558018207550049,Bulent_Ecevit,Amy_Cotton,False
0.42550572752952576,Monica_Seles,Amy_Gale,False
0.4837968051433563,Laura_Bush,Amy_Pascal,False
0.3614766001701355,Jodie_Foster,Amy_Redford,False
0.4135648012161255,Kristanna_Loken,Amy_Smart,False
0.3597896993160248,Heidi_Fleiss,Amy_Yasbeck,False
0.343142569065094,Hamid_Karzai,AnFernce_Negron,False
0.3518359065055847,Alexandra_Stevenson,Ana_Claudia_Talancon,False
0.3454172611236572,Rick_Pitino,Ana_Isabel_Sanchez,False
0.3809300661087036,Carrie-Anne_Moss,Ana_Paula_Gerard,False
0.3478587865829468,Ron_Dittemore,Ana_Sebastiao,False
0.33814215660095215,Paul_Wolfowitz,Anastasia_Kelesidou,False
0.34307876229286194,Jonathan_Edwards,Anatoliy_Kinakh,False
0.3066471815109253,Richard_Virenque,Anderson_Varejao,False
0.31264784932136536,Giuseppe_Gibilisco,Andre_Bucher,False
0.39059576392173767,Iain_Duncan_Smith,Andre_Smith,False
0.3770778179168701,Alan_Greenspan,Andre_Techine,False
0.32547351717948914,Juanes,Andrea_Bocelli,False
0.32671231031417847,John_Allen_Muhammad,Andrea_Kiser,False
0.30522778630256653,Mark_Philippoussis,Andrea_Yates,False
0.3562160134315491,Eduardo_Duhalde,Andreas_Vinciguerra,False
0.368206262588501,Fernando_Henrique_Cardoso,Andrei_Konchalovsky,False
0.38079190254211426,Javier_Weber,Andrei_Mikhnevich,False
0.33634307980537415,Chan_Gailey,Andrei_Nikolishin,False
0.3401174545288086,Vladimir_Spidla,Andres_DAlessandro,False
0.3501749336719513,Mariah_Carey,Andres_Manuel_Lopez_Obrador,False
0.3791974186897278,Silvio_Berlusconi,Andres_Pastrana,False
0.37546810507774353,Bill_Gates,Andrew_Bernard,False
0.3719915747642517,Kim_Yong-il,Andrew_Bunner,False
0.41874101758003235,Robert_Duvall,Andrew_Caldecott,False
0.40676507353782654,Federico_Trillo,Andrew_Cuomo,False
0.35790836811065674,Ciro_Gomes,Andrew_Fastow,False
0.4386155605316162,Joe_Nichols,Andrew_Firestone,False
0.3644914925098419,Robert_Duvall,Andrew_Gilligan,False
0.4059634506702423,Tony_Stewart,Andrew_Jarecki,False
0.3655528426170349,Rick_Carlisle,Andrew_Luster,False
0.3055659234523773,Rubens_Barrichello,Andrew_Sabey,False
0.34688398241996765,Clint_Eastwood,Andrew_Shutley,False
0.2809617817401886,Masum_Turker,Andrew_Wetzler,False
0.3730030655860901,Fred_Eckhard,Andrzej_Tyszkiewicz,False
0.35591885447502136,Richard_Virenque,Andy_Benes,False
0.4390631914138794,Richard_Virenque,Andy_Bryant,False
0.3547608554363251,Tim_Allen,Andy_Dick,False
0.3238023817539215,Jake_Gyllenhaal,Andy_Garcia,False
0.31908369064331055,Charles_Taylor,Andy_Graves,False
0.3475683033466339,Tony_Blair,Andy_Griffith,False
0.4272371232509613,Rob_Lowe,Andy_Griggs,False
0.3641189634799957,Tony_Stewart,Andy_Hebb,False
0.3670828938484192,Kevin_Costner,Andy_Madikians,False
0.3693161904811859,Jon_Gruden,Andy_North,False
0.33843138813972473,Scott_McClellan,Andy_Perez,False
0.3412189483642578,Robert_Blake,Andy_Rooney,False
0.43879345059394836,Richard_Gere,Andy_Warhol,False
0.3084861636161804,Osama_bin_Laden,Andy_Wisecarver,False
0.4168291985988617,Ray_Romano,Anette_Hosoi,False
0.3286426365375519,Francisco_Flores,Angel_Lockward,False
0.355624258518219,Jennifer_Garner,Angela_Alvarado_Rosa,False
0.37330928444862366,Muhammad_Saeed_al-Sahhaf,Angela_Lansbury,False
0.3221682012081146,Susan_Sarandon,Angela_Mascia-Frye,False
0.35367026925086975,Michael_Jackson,Angelica_Romero,False
0.3668333888053894,Mohammed_Al-Douri,Angelo_Genova,False
0.2817237079143524,Nia_Vardalos,Angie_Arzola,False
0.3296830356121063,Antonio_Banderas,Anil_Ramsook,False
0.34281784296035767,Queen_Latifah,Anita_DeFrantz,False
0.42281797528266907,Diana_Munz,Anja_Paerson,False
0.35768750309944153,John_Paul_II,Anjum_Hussain,False
0.2929287850856781,Mike_Martz,Ann_Godbehere,False
0.42601895332336426,Edwina_Currie,Ann_Landers,False
0.3459877371788025,Natalie_Maines,Ann_Morgan,False
0.35034120082855225,Lisa_Marie_Presley,Anna_Chicherova,False
0.38696667551994324,Christine_Baumgartner,Anna_Faris,False
0.37506285309791565,William_Donaldson,Anna_Nicole_Smith,False
0.3815978169441223,JK_Rowling,Anne_Cavers,False
0.49196088314056396,Christine_Todd_Whitman,Anne_Donovan,False
0.35844534635543823,Cate_Blanchett,Anne_Heche,False
0.30178532004356384,Monica_Seles,Anne_ONeil,False
0.3339878022670746,Paul_Tagliabue,Anneli_Jaatteenmaki,False
0.38688021898269653,Maria_Soledad_Alvear_Valenzuela,Annette_Bening,False
0.33656084537506104,Elizabeth_Dole,Annie-Jeanne_Reynaud,False
0.40297913551330566,Geraldine_Chaplin,Annie_Chaplin,False
0.3014477789402008,Christina_Aguilera,Annie_Machon,False
0.3132709562778473,Amelie_Mauresmo,Annika_Sorenstam,False
0.3399767279624939,Bob_Huggins,Antanas_Valionis,False
0.2877839207649231,Vincent_Brooks,Anthony_Carter,False
0.33766788244247437,Thomas_Rupprath,Anthony_Corso,False
0.30930855870246887,Nicanor_Duarte_Frutos,Anthony_Ervin,False
0.3098871409893036,Marco_Antonio_Barrera,Anthony_Fauci,False
0.33916419744491577,Fabrice_Santoro,Anthony_Garotinho,False
0.30281147360801697,Vincent_Brooks,Anthony_Hazen,False
0.34787818789482117,Chen_Shui-bian,Anthony_Hopkins,False
0.4003075957298279,Eduardo_Duhalde,Anthony_LaPaglia,False
0.30137723684310913,Javier_Solana,Anthony_Lee_Johnson,False
0.32107287645339966,Steven_Spielberg,Anthony_Mazur,False
0.34095725417137146,Hun_Sen,Anthony_Pico,False
0.38187557458877563,Paul_Bremer,Anthony_Pisciotti,False
0.3352969288825989,Tom_Harkin,Anthony_Principi,False
0.33226528763771057,Bill_Paxton,Anthony_Rackauckas,False
0.30632147192955017,John_Bolton,Anthony_Scott_Miller,False
0.3102077841758728,Ludivine_Sagnier,Antje_Buschschulte,False
0.3234770894050598,Christine_Todd_Whitman,Anton_Balasingham,False
0.347059041261673,Jacques_Rogge,Antonio_Bernardo,False
0.3262825906276703,Pedro_Almodovar,Antonio_Cassano,False
0.32319003343582153,Bill_Clinton,Antonio_Catania,False
0.30856868624687195,Venus_Williams,Antonio_Elias_Saca,False
0.3158615827560425,Vojislav_Kostunica,Antwun_Echols,False
0.41856250166893005,Hun_Sen,Anwar_Ibrahim,False
0.3315120339393616,Tony_Shalhoub,Anzori_Kikalishvili,False
0.33905136585235596,Kim_Dae-jung,Aparna_Pillai,False
0.3554125726222992,Brad_Garrett,Aram_Adler,False
0.379903107881546,Jennifer_Capriati,Arantxa_Sanchez-Vicario,False
0.28533703088760376,Toni_Braxton,Aretha_Franklin,False
0.3197736144065857,Lucio_Gutierrez,Ari_Bousbib,False
0.3482058644294739,Bill_Clinton,Arie_Haan,False
0.34648364782333374,Alvaro_Noboa,Arif_Mardin,False
0.35333409905433655,Diana_Krall,Armand_Sargen,False
0.35243043303489685,Recep_Tayyip_Erdogan,Armando_Avila_Panchame,False
0.3499565124511719,Alejandro_Toledo,Armando_Calderon_Sol,False
0.2882254421710968,Halle_Berry,Armando_Carrillo,False
0.391684889793396,Roger_Federer,Arnaud_Clement,False
0.34829267859458923,Venus_Williams,Arnaud_Lagardere,False
0.351344496011734,Elizabeth_Smart,Arnie_Boehm,False
0.33550766110420227,Bill_Frist,Arnold_Scott,False
0.32753732800483704,George_Pataki,Aron_Ralston,False
0.2860880494117737,Helen_Clark,Arsinee_Khanjian,False
0.3928321599960327,Hans_Blix,Art_Cooper,False
0.2719579041004181,Hosni_Mubarak,Art_Hoffmann,False
0.34243372082710266,Saddam_Hussein,Art_Lopez,False
0.3322559595108032,Jason_Kidd,Arthur_Johnson,False
0.33525916934013367,Prince_Charles,Arthur_Martinez,False
0.3424103260040283,Queen_Latifah,Artieas_Shanks,False
0.36126500368118286,Gordon_Brown,Arye_Mekel,False
0.3634474277496338,Lee_Hoi-chang,Asa_Hutchinson,False
0.4328120946884155,Nicanor_Duarte_Frutos,Ascencion_Barajas,False
0.38929975032806396,Mike_Weir,Ashlea_Talbot,False
0.3173345625400543,Goldie_Hawn,Ashley_Judd,False
0.6734828948974609,Mary-Kate_Olsen,Ashley_Olsen,False
0.31627652049064636,Natalie_Coughlin,Ashley_Postell,False
0.42250004410743713,Herb_Sendek,Ashraf_Alasmar,False
0.3993324339389801,Aaron_Peirsol,Ashraf_Ghani,False
0.3273465931415558,Richard_Armitage,Asif_Hanif,False
0.3299601674079895,Li_Peng,Askar_Akayev,False
0.3075100779533386,Ricardo_Lagos,Asmaa_Assad,False
0.2995016276836395,John_Manley,Assad_Ahmadi,False
0.3245583176612854,Samuel_Waksal,Astou_Ndiaye-Diatta,False
0.35979458689689636,Caroline_Kennedy,Astrid_Betancourt,False
0.33060845732688904,Kamal_Kharrazi,Ataollah_Mohajerani,False
0.31429097056388855,Nelson_Mandela,Atiabet_Ijan_Amabel,False
0.34175804257392883,Paradorn_Srichaphan,Atsushi_Sato,False
0.3454150855541229,Edmund_Stoiber,Audrey_Lacroix,False
0.3291741609573364,Anastasia_Myskina,Audrey_Sauret,False
0.39642825722694397,Prince_Charles,Augusto_Pinochet,False
0.42862799763679504,Fernando_Henrique_Cardoso,Augusto_Roa_Bastos,False
0.33655139803886414,Ana_Palacio,Aung_San_Suu_Kyi,False
0.32644978165626526,Jean_Chretien,Austin_Kearns,False
0.368598997592926,Rachel_Hunter,Avril_Lavigne,False
0.31853145360946655,Bridget_Fonda,BB_King,False
0.3666462302207947,Joseph_Estrada,BJ_Habibie,False
0.28692227602005005,Joe_Torre,Babe_Ruth,False
0.3187713623046875,Yu_Shyi-kun,Bak_Chang-Ryun,False
0.3705092668533325,Sharon_Stone,Barbara_Bach,False
0.3255276381969452,Patty_Schnyder,Barbara_Becker,False
0.36100441217422485,Federico_Trillo,Barbara_Bodine,False
0.30899789929389954,Mary_Steenburgen,Barbara_Brezigar,False
0.4130174517631531,Angela_Merkel,Barbara_De_Brun,False
0.4138733446598053,Clay_Aiken,Barbara_Esbin,False
0.3393528163433075,Paul_McCartney,Barbara_Felt-Miller,False
0.40840011835098267,Sophia_Loren,Barbara_Roberts,False
0.3463835120201111,Renee_Zellweger,Barbora_Strycova,False
0.3283368945121765,Tim_Duncan,Barrett_Jackman,False
0.3831360340118408,John_Negroponte,Barry_Alvarez,False
0.3572336435317993,Mike_Tyson,Barry_Bonds,False
0.3161527216434479,William_Ford_Jr,Barry_Collier,False
0.3668828010559082,John_McCain,Barry_Diller,False
0.35278546810150146,Venus_Williams,Barry_Ford,False
0.3698699176311493,Marty_Mornhinweg,Barry_Hinson,False
0.35794779658317566,Harrison_Ford,Barry_Nakell,False
0.3249564468860626,Joe_Lieberman,Barry_Switzer,False
0.40839454531669617,Jean_Charest,Barry_Williams,False
0.31076571345329285,Juanes,Barry_Zito,False
0.33915019035339355,Clay_Aiken,Bart_Freundlich,False
0.3348058760166168,Marcelo_Salas,Bart_Hendricks,False
0.4139677882194519,Mark_Philippoussis,Bartosz_Kizierowski,False
0.4496983289718628,Mohamed_ElBaradei,Barzan_al-Tikriti,False
0.33114200830459595,Edmund_Stoiber,Basdeo_Panday,False
0.35266414284706116,Scott_Peterson,Baz_Luhrmann,False
0.3425910174846649,Isabella_Rossellini,Beatriz_Merino,False
0.31391122937202454,Hans_Blix,Beecher_Ray_Kirby,False
0.32796618342399597,Yoko_Ono,Begum_Khaleda_Zia,False
0.4007507860660553,Raoul_Ruiz,Bela_Karolyi,False
0.3187066614627838,Heather_Mills,Ben_Betts,False
0.3601132333278656,Paul_Martin,Ben_Braun,False
0.3497750163078308,Tommy_Haas,Ben_Broussard,False
0.37519094347953796,Carlos_Moya,Ben_Cahoon,False
0.4658588171005249,Bill_Gates,Ben_Chandler,False
0.31228113174438477,Wang_Yingfan,Ben_Cohen,False
0.31044161319732666,Matt_Damon,Ben_Davis,False
0.3930542469024658,Edmund_Stoiber,Ben_Kingsley,False
0.31804847717285156,Zico,Ben_Lee,False
0.3249047100543976,Matt_Doherty,Ben_Stein,False
0.33486315608024597,Lucy_Liu,Ben_Wallace,False
0.3483927845954895,Mike_Myers,Benedita_da_Silva,False
0.34998518228530884,Leonardo_DiCaprio,Benicio_Del_Toro,False
0.35643067955970764,Ricardo_Sanchez,Benito_Santiago,False
0.3268239498138428,George_Galloway,Benjamin_Bratt,False
0.3381684720516205,Nan_Wang,Benjamin_Franklin,False
0.3846704065799713,Carlos_Menem,Benjamin_Martinez,False
0.3497839570045471,Ashanti,Benjamin_McKenzie,False
0.356301873922348,Natalie_Maines,Benjamin_Neulander,False
0.3343190848827362,Al_Gore,Bernard_Ebbers,False
0.36911433935165405,Mahathir_Mohamad,Bernard_Giraudeau,False
0.3166586458683014,Iain_Duncan_Smith,Bernard_Kerik,False
0.4173586368560791,Bob_Huggins,Bernard_Lord,False
0.3394559323787689,Hillary_Clinton,Bernard_Siegel,False
0.3197286128997803,Abdoulaye_Wade,Bernice_Wong,False
0.29645058512687683,Bill_Paxton,Bertrand_Bonello,False
0.3479120135307312,Geoff_Hoon,Bertrand_Delanoe,False
0.3304142653942108,Doris_Schroeder,Beth_Blough,False
0.351705402135849,Lucy_Liu,Beth_Jones,False
0.36458495259284973,Nathalie_Baye,Betsy_Coffin,False
0.4697483777999878,Maria_Shriver,Betsy_Smith,False
0.33485811948776245,Calista_Flockhart,Bettina_Rheims,False
0.3951534032821655,Jennifer_Keller,Betty_Garrison,False
0.4597349762916565,Angela_Merkel,Betty_Williams,False
0.32982969284057617,Ashanti,Beyonce_Knowles,False
0.3917396664619446,Sophia_Loren,Bianca_Jagger,False
0.39105576276779175,Pete_Sampras,Bilal_Erdogan,False
0.37958812713623047,Bill_McBride,Bill_Belichick,False
0.367654949426651,Jack_Nicholson,Bill_Bradley,False
0.3446667492389679,Franz_Muentefering,Bill_Butler,False
0.34012293815612793,Sourav_Ganguly,Bill_Byrne,False
0.39205363392829895,Heinz_Feldmann,Bill_Carmody,False
0.3252507448196411,Roberto_Carlos,Bill_Cartwright,False
0.39519715309143066,Keanu_Reeves,Bill_Clancy,False
0.4294223189353943,Bill_Simon,Bill_Curry,False
0.4707588255405426,Bill_McBride,Bill_Doba,False
0.3793685734272003,Jack_Straw,Bill_Duffey,False
0.4118548035621643,Robert_Mueller,Bill_Elliott,False
0.36623427271842957,Bill_McBride,Bill_Fennelly,False
0.3494432866573334,Tony_Stewart,Bill_Guerin,False
0.33604857325553894,Mitchell_Daniels,Bill_Herrion,False
0.3380644619464874,Noah_Wyle,Bill_Hughes,False
0.30566537380218506,Jim_Furyk,Bill_Kollar,False
0.3608265221118927,Jong_Wook_Lee,Bill_Kong,False
0.33145105838775635,Dave_Campo,Bill_Lerach,False
0.2934257984161377,Jon_Gruden,Bill_Maher,False
0.34952205419540405,Robert_De_Niro,Bill_Mauldin,False
0.40265023708343506,Roger_Moore,Bill_Nelson,False
0.4265444576740265,Tommy_Thompson,Bill_OReilly,False
0.4641510844230652,Colin_Montgomerie,Bill_Parcells,False
0.30849355459213257,Bob_Huggins,Bill_Parsons,False
0.34493184089660645,Mark_Wahlberg,Bill_Pryor,False
0.39423099160194397,Javier_Solana,Bill_Rainer,False
0.38453367352485657,Yasar_Yakis,Bill_Readdy,False
0.3973688781261444,Jose_Manuel_Durao_Barroso,Bill_Richardson,False
0.3559606075286865,Sadie_Frost,Bill_Self,False
0.33721408247947693,Hugo_Chavez,Bill_Sizemore,False
0.3576989471912384,Matthew_Broderick,Bill_Stapleton,False
0.2939077317714691,Paul_Wolfowitz,Bill_Stein,False
0.36144527792930603,James_Kelly,Bill_Walton,False
0.37230217456817627,Mike_Weir,Billy_Andrade,False
0.41968685388565063,Rick_Perry,Billy_Beane,False
0.37174445390701294,Bono,Billy_Bob_Thornton,False
0.3076144754886627,Franz_Muentefering,Billy_Boyd,False
0.3111385405063629,Luis_Ernesto_Derbez_Bautista,Billy_Crawford,False
0.3750910460948944,Stanley_McChrystal,Billy_Donovan,False
0.3951108157634735,Tiger_Woods,Billy_Edelin,False
0.36907657980918884,Carly_Fiorina,Billy_Gilman,False
0.35142266750335693,Mike_Martz,Billy_Graham,False
